日期,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2013-02-08,2013-02-08,6.41,7.66,7.79,6.41,33428,41794346.0,25.23,40.04,2.19,13.43
2013-02-18,2013-02-18,7.26,7.26,7.26,7.26,3058,3776630.0,0.0,-5.22,-0.4,1.23
2013-02-19,2013-02-19,6.87,6.87,7.25,6.87,45102,53238738.0,5.23,-5.37,-0.39,18.13
2013-02-20,2013-02-20,6.63,6.51,6.76,6.5,37733,42225655.0,3.78,-5.24,-0.36,15.16
2013-02-21,2013-02-21,6.52,6.18,6.59,6.18,26135,28522565.0,6.3,-5.07,-0.33,10.5
2013-02-22,2013-02-22,6.13,6.16,6.26,6.07,18765,19848450.0,3.07,-0.32,-0.02,7.54
2013-02-25,2013-02-25,6.13,5.91,6.19,5.89,21396,22122618.0,4.87,-4.06,-0.25,8.6
2013-02-26,2013-02-26,5.82,5.9,6.06,5.77,17229,17649397.0,4.91,-0.17,-0.01,6.92
2013-02-27,2013-02-27,5.88,6.22,6.22,5.88,18911,19942215.0,5.76,5.42,0.32,7.6
2013-02-28,2013-02-28,6.38,6.23,6.48,6.18,29505,31948889.0,4.82,0.16,0.01,11.86
2013-03-01,2013-03-01,6.23,6.56,6.57,6.16,32326,35669636.0,6.58,5.3,0.33,12.99
2013-03-04,2013-03-04,6.35,6.21,6.35,6.21,16881,18066855.0,2.13,-5.34,-0.35,6.78
2013-03-05,2013-03-05,5.9,6.42,6.54,5.88,27020,28560966.0,10.63,3.38,0.21,10.86
2013-03-06,2013-03-06,6.41,6.39,6.54,6.34,16597,18317558.0,3.12,-0.47,-0.03,6.67
2013-03-07,2013-03-07,6.41,6.22,6.41,6.17,19158,20743550.0,3.76,-2.66,-0.17,7.7
2013-03-08,2013-03-08,6.41,5.96,6.41,5.89,14296,15176872.0,8.36,-4.18,-0.26,5.75
2013-03-11,2013-03-11,5.94,5.88,6.0,5.8,10265,10432606.0,3.36,-1.34,-0.08,4.13
2013-03-12,2013-03-12,5.88,5.56,5.96,5.56,15045,14836458.0,6.8,-5.44,-0.32,6.05
2013-03-13,2013-03-13,5.57,5.32,5.64,5.26,16212,15100683.0,6.83,-4.32,-0.24,6.52
2013-03-14,2013-03-14,5.27,5.31,5.39,5.24,9800,9076022.0,2.82,-0.19,-0.01,3.94
2013-03-15,2013-03-15,5.26,5.25,5.36,5.15,8696,7980207.0,3.95,-1.13,-0.06,3.49
2013-03-18,2013-03-18,5.24,5.18,5.28,5.16,5220,4744470.0,2.29,-1.33,-0.07,2.1
2013-03-19,2013-03-19,5.18,5.39,5.46,5.11,15333,14148737.0,6.76,4.05,0.21,6.16
2013-03-20,2013-03-20,5.37,5.49,5.53,5.33,14284,13514654.0,3.71,1.86,0.1,5.74
2013-03-21,2013-03-21,5.49,5.41,5.52,5.38,10529,9956262.0,2.55,-1.46,-0.08,4.23
2013-03-22,2013-03-22,5.41,5.53,5.54,5.32,17048,16126690.0,4.07,2.22,0.12,6.85
2013-03-25,2013-03-25,5.48,5.54,5.72,5.48,14080,13652790.0,4.34,0.18,0.01,5.66
2013-03-26,2013-03-26,5.54,5.52,5.6,5.43,9484,9032756.0,3.07,-0.36,-0.02,3.81
2013-03-27,2013-03-27,5.5,5.45,5.56,5.4,11082,10522337.0,2.9,-1.27,-0.07,4.45
2013-03-28,2013-03-28,5.41,5.16,5.43,5.16,15660,14259716.0,4.95,-5.32,-0.29,6.29
2013-03-29,2013-03-29,5.19,5.18,5.29,5.11,7246,6569798.0,3.49,0.39,0.02,2.91
2013-04-01,2013-04-01,5.19,5.22,5.28,5.17,6653,6042009.0,2.12,0.77,0.04,2.67
2013-04-02,2013-04-02,5.22,5.24,5.34,5.19,8620,7901384.0,2.87,0.38,0.02,3.46
2013-04-03,2013-04-03,5.25,5.06,5.27,5.0,8114,7237376.0,5.15,-3.44,-0.18,3.26
2013-04-08,2013-04-08,5.0,4.89,5.01,4.78,9117,7725803.0,4.55,-3.36,-0.17,3.66
2013-04-09,2013-04-09,4.89,4.96,5.01,4.86,5705,4925976.0,3.07,1.43,0.07,2.29
2013-04-10,2013-04-10,4.95,4.97,5.01,4.91,5589,4841000.0,2.02,0.2,0.01,2.25
2013-04-11,2013-04-11,4.99,5.13,5.23,4.94,15068,13505435.0,5.84,3.22,0.16,6.06
