日期,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2010-01-08,2010-01-08,4.58,4.83,4.85,4.51,553769,610549120.0,7.39,5.0,0.23,5.6
2010-01-11,2010-01-11,4.87,4.73,4.94,4.69,359493,401631392.0,5.18,-2.07,-0.1,3.64
2010-01-12,2010-01-12,4.74,4.86,4.88,4.71,308184,345836768.0,3.59,2.75,0.13,3.12
2010-01-13,2010-01-13,4.71,4.59,4.76,4.51,422021,457186496.0,5.14,-5.56,-0.27,4.27
2010-01-14,2010-01-14,4.58,4.65,4.68,4.49,209684,226482560.0,4.14,1.31,0.06,2.12
2010-01-15,2010-01-15,4.67,4.91,4.96,4.66,555533,629832256.0,6.45,5.59,0.26,5.62
2010-01-18,2010-01-18,4.9,5.05,5.14,4.85,434663,509639616.0,5.91,2.85,0.14,4.4
2010-01-19,2010-01-19,5.11,5.08,5.31,5.06,456002,548477376.0,4.95,0.59,0.03,4.61
2010-01-20,2010-01-20,5.05,5.05,5.27,4.97,524125,626739328.0,5.91,-0.59,-0.03,5.3
2010-01-21,2010-01-21,5.02,5.06,5.13,4.85,298692,348392096.0,5.54,0.2,0.01,3.02
2010-01-22,2010-01-22,4.94,4.84,5.02,4.72,217437,246624368.0,5.93,-4.35,-0.22,2.2
2010-01-25,2010-01-25,4.83,4.54,4.83,4.52,267275,289532480.0,6.4,-6.2,-0.3,2.7
2010-01-26,2010-01-26,4.54,4.31,4.59,4.26,185001,191202400.0,7.27,-5.07,-0.23,1.87
2010-01-27,2010-01-27,4.31,4.38,4.5,4.25,174380,178244384.0,5.8,1.62,0.07,1.76
2010-01-28,2010-01-28,4.38,4.48,4.53,4.34,99171,103433400.0,4.34,2.28,0.1,1.0
2010-01-29,2010-01-29,4.46,4.46,4.59,4.38,140179,147345264.0,4.69,-0.45,-0.02,1.42
2010-02-01,2010-02-01,4.43,4.47,4.58,4.26,186273,191733616.0,7.17,0.22,0.01,1.89
2010-02-02,2010-02-02,4.5,4.39,4.64,4.36,147410,156037072.0,6.26,-1.79,-0.08,1.49
2010-02-03,2010-02-03,4.39,4.55,4.58,4.26,259111,269847424.0,7.29,3.64,0.16,2.62
2010-02-04,2010-02-04,4.51,5.03,5.03,4.49,1119807,1296969856.0,11.87,10.55,0.48,11.33
2010-02-05,2010-02-05,5.04,4.79,5.2,4.74,1066509,1238272640.0,9.15,-4.77,-0.24,10.78
