日期,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2010-01-08,2010-01-08,4.2,4.27,4.32,4.12,9090,6846029.0,4.68,0.0,0.0,1.51
2010-01-11,2010-01-11,4.31,4.54,4.54,4.27,29541,23485980.0,6.32,6.32,0.27,4.89
2010-01-12,2010-01-12,4.54,4.57,4.61,4.4,21611,17094046.0,4.63,0.66,0.03,3.58
2010-01-13,2010-01-13,4.42,4.5,4.57,4.34,10806,8528058.0,5.03,-1.53,-0.07,1.79
2010-01-15,2010-01-15,4.52,4.73,4.74,4.52,24556,20062842.0,4.89,5.11,0.23,4.07
2010-01-18,2010-01-18,4.74,4.76,4.99,4.73,16863,14199986.0,5.5,0.63,0.03,2.79
2010-01-19,2010-01-19,4.72,4.68,4.83,4.64,10774,8842626.0,3.99,-1.68,-0.08,1.78
2010-01-20,2010-01-20,4.7,4.57,4.83,4.56,16321,13350496.0,5.77,-2.35,-0.11,2.7
2010-01-21,2010-01-21,4.56,4.56,4.68,4.5,12601,10111055.0,3.94,-0.22,-0.01,2.09
2010-01-22,2010-01-22,4.56,4.35,4.56,4.29,8306,6467218.5,5.92,-4.61,-0.21,1.38
2010-01-25,2010-01-25,4.37,4.39,4.46,4.22,6117,4714954.0,5.52,0.92,0.04,1.01
2010-01-26,2010-01-26,4.37,4.19,4.45,4.11,6664,5033853.5,7.74,-4.56,-0.2,1.1
2010-01-27,2010-01-27,4.13,4.03,4.22,3.97,7448,5438470.0,5.97,-3.82,-0.16,1.23
2010-01-28,2010-01-28,4.03,4.09,4.17,3.97,6351,4632547.5,4.96,1.49,0.06,1.05
2010-01-29,2010-01-29,4.09,4.04,4.19,4.03,6373,4674694.0,3.91,-1.22,-0.05,1.06
2010-02-01,2010-02-01,3.9,3.78,3.99,3.78,15038,10450657.0,5.2,-6.44,-0.26,2.49
2010-02-02,2010-02-02,3.91,3.64,3.91,3.6,10342,7145227.0,8.2,-3.7,-0.14,1.71
2010-02-03,2010-02-03,3.67,3.76,3.82,3.58,10238,6959610.5,6.59,3.3,0.12,1.7
2010-02-04,2010-02-04,3.76,3.88,3.91,3.64,8030,5609777.0,7.18,3.19,0.12,1.33
2010-02-05,2010-02-05,3.81,3.89,3.96,3.7,11459,8020407.5,6.7,0.26,0.01,1.9
2010-02-08,2010-02-08,3.88,3.89,3.97,3.85,5241,3700864.5,3.08,0.0,0.0,0.87
2010-02-09,2010-02-09,3.92,3.89,3.94,3.84,3154,2234224.25,2.57,0.0,0.0,0.52
2010-02-10,2010-02-10,3.94,4.14,4.14,3.94,7215,5328538.0,5.14,6.43,0.25,1.19
2010-02-11,2010-02-11,4.27,4.41,4.41,4.17,12380,9624263.0,5.8,6.52,0.27,2.05
2010-02-12,2010-02-12,4.44,4.69,4.69,4.44,17323,14131245.0,5.67,6.35,0.28,2.87
2010-02-22,2010-02-22,4.84,4.77,4.96,4.65,22261,18494326.0,6.61,1.71,0.08,3.69
2010-02-23,2010-02-23,4.79,4.72,4.84,4.61,18752,15329866.0,4.82,-1.05,-0.05,3.11
2010-02-24,2010-02-24,4.72,4.79,4.96,4.7,16599,13851681.0,5.51,1.48,0.07,2.75
2010-02-25,2010-02-25,4.79,4.76,4.87,4.69,10465,8649194.0,3.76,-0.63,-0.03,1.73
2010-02-26,2010-02-26,4.72,4.7,4.77,4.64,12446,10229696.0,2.73,-1.26,-0.06,2.06
2010-03-01,2010-03-01,4.7,4.99,4.99,4.67,28436,23814228.0,6.81,6.17,0.29,4.71
2010-03-02,2010-03-02,4.99,5.12,5.27,4.92,29676,26019444.0,7.01,2.61,0.13,4.91
2010-03-03,2010-03-03,5.1,5.03,5.21,4.97,12496,10910182.0,4.69,-1.76,-0.09,2.07
2010-03-04,2010-03-04,4.97,4.93,5.08,4.84,11518,9839862.0,4.77,-1.99,-0.1,1.91
2010-03-05,2010-03-05,5.06,4.95,5.06,4.9,5732,4899283.0,3.25,0.41,0.02,0.95
2010-03-08,2010-03-08,4.92,4.94,5.04,4.84,5380,4608153.5,4.04,-0.2,-0.01,0.89
2010-03-09,2010-03-09,4.87,4.87,4.95,4.83,5169,4374381.0,2.43,-1.42,-0.07,0.86
2010-03-10,2010-03-10,4.84,4.88,5.1,4.77,5104,4348660.5,6.78,0.21,0.01,0.85
2010-03-11,2010-03-11,4.83,5.18,5.18,4.83,29338,25902760.0,7.17,6.15,0.3,4.86
2010-03-12,2010-03-12,5.24,4.95,5.27,4.94,23268,20303162.0,6.37,-4.44,-0.23,3.85
2010-03-15,2010-03-15,4.81,4.91,5.07,4.81,7695,6543252.0,5.25,-0.81,-0.04,1.27
2010-03-16,2010-03-16,4.91,4.97,5.04,4.91,7554,6473264.0,2.65,1.22,0.06,1.25
2010-03-17,2010-03-17,4.98,5.08,5.14,4.91,15608,13484195.0,4.63,2.21,0.11,2.58
2010-03-18,2010-03-18,5.06,4.99,5.09,4.95,10206,8791396.0,2.76,-1.77,-0.09,1.69
2010-03-19,2010-03-19,4.96,5.02,5.04,4.95,4798,4131896.75,1.8,0.6,0.03,0.79
2010-03-22,2010-03-22,5.03,4.98,5.06,4.92,8753,7528497.5,2.79,-0.8,-0.04,1.45
2010-03-23,2010-03-23,4.98,4.89,4.99,4.82,10996,9340129.0,3.41,-1.81,-0.09,1.82
2010-03-24,2010-03-24,4.89,4.86,4.96,4.84,7427,6284353.5,2.45,-0.61,-0.03,1.23
2010-03-25,2010-03-25,4.93,4.86,4.96,4.83,8507,7196408.5,2.67,0.0,0.0,1.41
2010-03-26,2010-03-26,4.86,4.89,4.98,4.86,6989,5951253.0,2.47,0.62,0.03,1.16
2010-03-29,2010-03-29,4.89,5.19,5.19,4.89,36650,32528558.0,6.13,6.13,0.3,6.07
2010-03-30,2010-03-30,5.14,5.29,5.48,5.14,30968,27952702.0,6.55,1.93,0.1,4.8
2010-03-31,2010-03-31,5.34,5.21,5.42,5.14,13820,12343103.0,5.29,-1.51,-0.08,2.14
2010-04-01,2010-04-01,5.21,5.22,5.34,5.19,10782,9692455.0,2.88,0.19,0.01,1.67
2010-04-02,2010-04-02,5.22,5.35,5.42,5.2,14546,13091381.0,4.21,2.49,0.13,2.25
2010-04-06,2010-04-06,5.35,5.63,5.65,5.35,25875,24351706.0,5.61,5.23,0.28,4.01
2010-04-07,2010-04-07,5.62,5.93,5.97,5.62,28134,27667126.0,6.22,5.33,0.3,4.36
2010-04-08,2010-04-08,5.99,5.86,5.99,5.66,16852,16494926.0,5.56,-1.18,-0.07,2.61
2010-04-09,2010-04-09,5.76,6.13,6.2,5.75,20316,20741366.0,7.68,4.61,0.27,3.15
2010-04-12,2010-04-12,6.19,6.37,6.42,6.14,22848,23903246.0,4.57,3.92,0.24,3.54
2010-04-13,2010-04-13,6.41,6.38,6.51,5.99,27285,28265642.0,8.16,0.16,0.01,4.23
2010-04-14,2010-04-14,6.34,6.45,6.63,6.2,17868,19011200.0,6.74,1.1,0.07,2.77
