日期,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2010-01-08,2010-01-08,6.42,6.68,6.72,6.32,190121,136530784.0,6.18,3.25,0.21,2.13
2010-01-11,2010-01-11,6.68,6.63,6.86,6.44,220922,159423248.0,6.29,-0.75,-0.05,2.48
2010-01-12,2010-01-12,6.62,6.72,6.85,6.6,208488,152523072.0,3.77,1.36,0.09,2.34
2010-01-13,2010-01-13,6.6,6.29,6.61,6.28,179786,126030888.0,4.91,-6.4,-0.43,2.02
2010-01-14,2010-01-14,6.27,6.4,6.45,6.23,90184,62391452.0,3.5,1.75,0.11,1.01
2010-01-15,2010-01-15,6.44,6.51,6.6,6.4,91450,64829384.0,3.13,1.72,0.11,1.03
2010-01-18,2010-01-18,6.5,6.6,6.62,6.41,130263,92993720.0,3.23,1.38,0.09,1.46
2010-01-19,2010-01-19,6.59,6.6,6.68,6.5,138609,99264920.0,2.73,0.0,0.0,1.55
2010-01-20,2010-01-20,6.6,6.82,6.82,6.48,325746,236839376.0,5.15,3.33,0.22,3.65
2010-01-21,2010-01-21,6.73,7.22,7.28,6.63,516528,393547296.0,9.53,5.87,0.4,5.79
2010-01-22,2010-01-22,7.02,6.66,7.07,6.44,261043,190435424.0,8.73,-7.76,-0.56,2.93
2010-01-25,2010-01-25,6.47,6.16,6.51,6.09,161618,110608528.0,6.31,-7.51,-0.5,1.81
2010-01-26,2010-01-26,6.11,5.71,6.18,5.66,126591,81287016.0,8.44,-7.31,-0.45,1.42
2010-01-27,2010-01-27,5.92,5.77,5.93,5.72,88992,56949960.0,3.68,1.05,0.06,1.0
2010-01-28,2010-01-28,5.76,5.74,5.78,5.51,78314,48901564.0,4.68,-0.52,-0.03,0.88
2010-01-29,2010-01-29,5.64,5.79,5.87,5.64,73873,46922492.0,4.01,0.87,0.05,0.83
2010-02-01,2010-02-01,5.79,5.91,6.02,5.64,88510,56568028.0,6.56,2.07,0.12,0.99
2010-02-02,2010-02-02,6.02,5.77,6.06,5.77,98041,64052084.0,4.91,-2.37,-0.14,1.1
