日期,累积收益率
2016-11-01,"['002035' '300033' '002085' '002236' '002252' '600201' '300017' '600566'
 '600446' '000048']"
2016-11-02,"['002035' '300033' '002085' '002236' '002252' '600201' '300017' '600566'
 '600446' '000049']"
2016-11-03,"['002035' '300033' '002085' '002236' '002252' '600201' '600566' '300017'
 '600446' '000049']"
2016-11-04,"['002035' '300033' '002085' '002236' '002252' '600201' '600446' '600566'
 '300017' '000049']"
2016-11-07,"['002035' '300033' '002085' '002236' '002252' '600201' '600446' '600566'
 '300017' '000049']"
2016-11-08,"['002035' '300033' '002085' '002236' '002252' '600201' '600446' '300017'
 '600566' '000049']"
2016-11-09,"['002035' '300033' '002085' '002236' '002252' '600201' '300017' '600446'
 '600566' '000049']"
2016-11-10,"['002035' '300033' '002085' '002236' '002252' '600201' '300017' '600446'
 '600566' '000049']"
2016-11-11,"['002035' '300033' '002085' '002236' '002252' '600201' '600446' '300017'
 '600566' '000048']"
2016-11-14,"['002035' '300033' '002085' '002236' '002252' '600201' '600446' '300017'
 '600566' '000048']"
2016-11-15,"['002035' '300033' '002085' '002236' '002252' '600201' '300017' '600446'
 '600566' '000048']"
2016-11-16,"['002035' '300033' '002085' '002236' '002252' '600201' '300017' '600446'
 '600566' '000048']"
2016-11-17,"['002035' '300033' '002085' '002236' '002252' '600201' '600446' '300017'
 '600566' '000048']"
2016-11-18,"['002035' '300033' '002085' '002236' '600201' '002252' '600446' '300017'
 '600566' '000048']"
2016-11-21,"['002035' '300033' '002085' '002236' '600201' '002252' '600446' '300017'
 '600566' '000048']"
2016-11-22,"['002035' '300033' '002085' '002236' '600201' '002252' '600446' '600566'
 '300017' '000048']"
2016-11-23,"['002035' '300033' '002085' '002236' '600201' '002252' '600446' '300017'
 '600566' '000048']"
2016-11-24,"['002035' '300033' '002085' '002236' '600201' '002252' '600446' '300017'
 '000048' '600566']"
2016-11-25,"['002035' '300033' '002085' '002236' '600201' '002252' '600446' '300017'
 '000048' '600566']"
2016-11-28,"['002035' '300033' '002085' '002236' '600201' '002252' '300017' '000048'
 '600446' '600566']"
2016-11-29,"['002035' '300033' '002085' '002236' '600201' '002252' '000048' '300017'
 '600446' '600566']"
2016-11-30,"['002035' '300033' '002085' '002236' '600201' '002252' '300017' '000048'
 '600446' '600566']"
2016-12-01,"['002035' '300033' '002236' '002085' '600201' '002252' '300017' '600446'
 '600566' '000049']"
2016-12-02,"['002035' '300033' '002085' '002236' '600201' '002252' '600446' '300017'
 '600566' '000049']"
2016-12-05,"['002035' '300033' '002236' '002085' '600201' '002252' '600446' '300017'
 '600566' '000049']"
2016-12-06,"['002035' '300033' '002085' '002236' '600201' '002252' '300017' '600446'
 '600566' '000049']"
2016-12-07,"['002035' '300033' '002085' '002236' '600201' '002252' '300017' '600446'
 '600566' '000049']"
2016-12-08,"['002035' '300033' '002085' '002236' '600201' '002252' '300017' '600446'
 '600566' '000049']"
2016-12-09,"['002035' '300033' '002085' '002236' '600201' '002252' '600446' '300017'
 '600566' '000049']"
2016-12-12,"['002035' '300033' '002085' '002236' '600201' '002252' '300017' '600566'
 '600446' '000049']"
2016-12-13,"['002035' '300033' '002085' '002236' '600201' '002252' '300017' '600566'
 '600446' '000049']"
2016-12-14,"['002035' '300033' '002085' '002236' '002252' '600201' '300017' '600566'
 '600446' '000049']"
2016-12-15,"['002035' '300033' '002085' '002236' '002252' '600201' '300017' '600566'
 '600446' '000049']"
2016-12-16,"['002035' '300033' '002085' '002236' '600201' '002252' '300017' '600446'
 '600566' '000049']"
2016-12-19,"['002035' '300033' '002085' '002236' '002252' '600201' '300017' '600566'
 '600446' '000049']"
2016-12-20,"['002035' '300033' '002085' '002236' '002252' '600201' '300017' '600566'
 '600446' '000049']"
2016-12-21,"['002035' '300033' '002085' '002236' '002252' '600201' '300017' '600566'
 '600446' '000049']"
2016-12-22,"['002035' '300033' '002085' '002236' '002252' '600201' '300017' '600566'
 '600446' '000049']"
2016-12-23,"['002035' '300033' '002085' '002252' '002236' '600201' '600566' '300017'
 '600446' '000049']"
2016-12-26,"['002035' '300033' '002085' '002252' '002236' '600201' '600566' '300017'
 '600446' '000049']"
2016-12-27,"['002035' '300033' '002085' '002252' '002236' '600201' '600566' '300017'
 '600446' '000049']"
2016-12-28,"['002035' '300033' '002085' '002252' '002236' '600201' '600566' '300017'
 '000049' '600446']"
2016-12-29,"['002035' '300033' '002085' '002236' '002252' '600201' '600566' '300017'
 '600446' '000049']"
2016-12-30,"['002035' '300033' '002085' '002236' '002252' '600201' '600566' '300017'
 '000049' '600446']"
2017-01-03,"['002035' '300033' '002085' '002236' '002252' '600201' '600566' '300017'
 '600446' '000049']"
2017-01-04,"['002035' '300033' '002236' '002085' '002252' '600201' '300017' '600566'
 '600446' '000049']"
2017-01-05,"['002035' '300033' '002085' '002236' '002252' '600201' '300017' '600566'
 '600446' '000049']"
2017-01-06,"['002035' '300033' '002085' '002236' '002252' '600201' '300017' '600566'
 '600446' '000049']"
2017-01-09,"['002035' '300033' '002085' '002236' '002252' '600201' '600566' '300017'
 '600446' '000049']"
2017-01-10,"['002035' '300033' '002085' '002236' '002252' '600201' '300017' '600566'
 '600446' '000049']"
2017-01-11,"['002035' '300033' '002085' '002236' '002252' '600201' '300017' '600566'
 '600446' '000049']"
2017-01-12,"['002035' '300033' '002085' '002236' '002252' '600201' '600566' '300017'
 '600446' '000049']"
2017-01-13,"['002035' '300033' '002085' '002236' '002252' '600201' '600566' '300017'
 '600446' '000049']"
2017-01-16,"['002035' '300033' '002085' '002236' '002252' '600201' '600566' '300017'
 '600446' '000049']"
2017-01-17,"['002035' '300033' '002085' '002236' '002252' '600201' '600566' '300017'
 '600446' '000049']"
2017-01-18,"['002035' '300033' '002085' '002236' '002252' '600201' '600566' '000049'
 '300017' '600519']"
2017-01-19,"['002035' '300033' '002085' '002236' '002252' '600201' '600566' '000049'
 '300017' '600519']"
2017-01-20,"['002035' '300033' '002236' '002085' '002252' '600201' '600566' '000049'
 '300017' '600446']"
2017-01-23,"['002035' '300033' '002236' '002085' '002252' '600201' '600566' '000049'
 '300017' '600446']"
2017-01-24,"['002035' '300033' '002236' '002085' '002252' '600201' '600566' '000049'
 '300017' '600446']"
2017-01-25,"['002035' '300033' '002236' '002085' '002252' '600201' '600566' '000049'
 '300017' '600446']"
2017-01-26,"['002035' '300033' '002236' '002085' '002252' '600201' '600566' '000049'
 '300017' '600446']"
2017-02-03,"['002035' '300033' '002236' '002085' '002252' '600201' '600566' '000049'
 '300017' '600446']"
2017-02-06,"['002035' '300033' '002236' '002085' '002252' '600201' '600566' '000049'
 '300017' '600446']"
2017-02-07,"['002035' '300033' '002236' '002085' '002252' '600201' '600566' '000049'
 '300017' '600446']"
2017-02-08,"['002035' '300033' '002236' '002085' '002252' '600201' '600566' '000049'
 '300017' '600446']"
2017-02-09,"['002035' '300033' '002236' '002085' '002252' '600201' '600566' '000049'
 '300017' '600446']"
2017-02-10,"['002035' '300033' '002236' '002085' '002252' '600201' '600566' '000049'
 '600446' '002043']"
2017-02-13,"['002035' '300033' '002236' '002085' '002252' '600201' '600566' '000049'
 '600446' '600519']"
2017-02-14,"['002035' '300033' '002236' '002085' '002252' '600201' '600566' '000049'
 '600446' '600519']"
2017-02-15,"['002035' '300033' '002236' '002085' '002252' '600201' '000049' '600566'
 '600446' '600519']"
2017-02-16,"['002035' '300033' '002236' '002085' '002252' '600201' '000049' '600566'
 '600446' '600519']"
2017-02-17,"['002035' '300033' '002236' '002085' '002252' '600201' '600566' '000049'
 '600446' '600519']"
2017-02-20,"['002035' '300033' '002236' '002085' '600201' '002252' '600566' '000049'
 '600519' '002043']"
2017-02-21,"['002035' '300033' '002236' '002085' '600201' '002252' '600566' '000049'
 '002043' '600446']"
2017-02-22,"['002035' '300033' '002236' '600201' '002085' '002252' '600566' '000049'
 '002043' '600519']"
2017-02-23,"['002035' '300033' '002236' '600201' '002085' '002252' '600566' '000049'
 '600446' '600519']"
2017-02-24,"['002035' '300033' '002236' '600201' '002085' '002252' '600566' '000049'
 '600446' '600519']"
2017-02-27,"['002035' '300033' '002236' '600201' '002085' '002252' '600566' '000049'
 '600446' '600519']"
2017-02-28,"['002035' '300033' '002236' '600201' '002085' '002252' '000049' '600566'
 '600446' '002043']"
2017-03-01,"['002035' '300033' '002236' '600201' '002085' '002252' '000048' '000049'
 '600566' '002043']"
2017-03-02,"['002035' '300033' '002236' '600201' '002085' '002252' '000048' '600566'
 '000049' '002043']"
2017-03-03,"['002035' '300033' '002236' '600201' '002085' '002252' '000049' '600566'
 '000048' '002043']"
2017-03-06,"['002035' '300033' '002236' '600201' '002085' '002252' '000049' '600566'
 '000048' '002043']"
2017-03-07,"['002035' '300033' '002236' '600201' '002085' '002252' '000049' '600566'
 '300017' '000048']"
2017-03-08,"['002035' '300033' '002236' '600201' '002085' '002252' '600566' '000049'
 '300017' '000048']"
2017-03-09,"['002035' '300033' '002236' '002085' '600201' '002252' '000049' '600566'
 '300017' '000048']"
2017-03-10,"['002035' '300033' '002236' '002085' '600201' '002252' '000049' '600566'
 '300017' '002043']"
2017-03-13,"['002035' '002236' '300033' '002085' '600201' '002252' '000049' '600566'
 '300017' '002043']"
2017-03-14,"['002035' '002236' '300033' '002085' '600201' '002252' '000049' '600566'
 '002043' '000048']"
2017-03-15,"['002035' '002236' '300033' '002085' '600201' '002252' '000049' '600566'
 '002043' '000048']"
2017-03-16,"['002035' '002236' '300033' '002085' '600201' '002252' '000049' '600566'
 '002043' '000048']"
2017-03-17,"['002035' '002236' '300033' '002085' '600201' '002252' '000049' '600566'
 '000048' '002043']"
2017-03-20,"['002035' '002236' '300033' '002085' '600201' '002252' '000049' '600566'
 '000048' '002043']"
2017-03-21,"['002035' '002236' '300033' '002085' '600201' '002252' '000049' '600566'
 '002043' '000048']"
2017-03-22,"['002035' '002236' '300033' '002085' '600201' '000049' '002252' '600566'
 '002043' '600519']"
2017-03-23,"['002035' '002236' '300033' '002085' '600201' '000049' '002252' '600566'
 '002043' '000048']"
2017-03-24,"['002035' '002236' '300033' '002085' '600201' '000049' '002252' '600566'
 '002043' '000048']"
2017-03-27,"['002035' '002236' '300033' '002085' '600201' '000049' '002252' '600566'
 '000048' '002043']"
2017-03-28,"['002035' '002236' '300033' '002085' '600201' '002252' '000049' '600566'
 '000048' '002043']"
2017-03-29,"['002035' '002236' '002085' '300033' '600201' '002252' '600566' '000049'
 '000048' '002043']"
2017-03-30,"['002035' '002236' '002085' '300033' '600201' '002252' '000049' '600566'
 '000048' '002043']"
2017-03-31,"['002035' '002236' '002085' '300033' '600201' '002252' '000049' '600566'
 '000048' '002043']"
2017-04-05,"['002035' '002236' '300033' '002085' '600201' '002252' '000049' '600566'
 '002043' '000048']"
2017-04-06,"['002035' '002236' '002085' '300033' '600201' '002252' '000049' '600566'
 '002043' '000048']"
2017-04-07,"['002035' '002236' '002085' '300033' '600201' '000049' '002252' '600566'
 '002043' '600519']"
2017-04-10,"['002035' '002236' '002085' '300033' '600201' '002252' '000049' '600566'
 '002043' '000048']"
2017-04-11,"['002035' '002236' '002085' '300033' '600201' '002252' '000049' '600566'
 '002043' '000048']"
2017-04-12,"['002035' '002236' '002085' '300033' '600201' '002252' '000049' '600566'
 '002043' '000048']"
2017-04-13,"['002035' '002236' '002085' '300033' '600201' '002252' '000049' '600566'
 '002043' '000048']"
2017-04-14,"['002035' '002236' '002085' '300033' '600201' '002252' '000049' '600566'
 '002043' '000048']"
2017-04-17,"['002035' '002236' '300033' '002085' '600201' '002252' '000049' '600566'
 '002043' '600519']"
2017-04-18,"['002035' '002236' '300033' '002085' '600201' '002252' '000049' '002043'
 '600566' '600519']"
2017-04-19,"['002035' '002236' '002085' '300033' '600201' '002252' '000049' '002043'
 '600566' '600519']"
2017-04-20,"['002035' '002236' '002085' '300033' '600201' '000049' '002252' '002043'
 '600566' '600519']"
2017-04-21,"['002035' '002236' '002085' '300033' '000049' '600566' '002043' '600519'
 '000048' '600446']"
2017-04-24,"['002035' '002236' '002085' '300033' '000049' '600566' '002043' '600519'
 '000048' '600446']"
2017-04-25,"['002035' '002236' '002085' '300033' '600201' '000049' '600566' '002043'
 '600519' '000048']"
2017-04-26,"['002035' '002236' '002085' '300033' '600201' '000049' '600566' '002043'
 '600519' '600446']"
2017-04-27,"['002035' '002236' '002085' '300033' '600201' '000049' '600566' '002043'
 '600519' '600446']"
2017-04-28,"['002035' '002236' '002085' '600201' '300033' '000049' '600566' '002043'
 '600519' '600446']"
2017-05-02,"['002035' '002236' '002085' '600201' '300033' '000049' '600566' '002043'
 '600519' '600446']"
2017-05-03,"['002035' '002236' '002085' '300033' '600201' '000049' '600566' '002043'
 '600519' '600446']"
2017-05-04,"['002035' '002236' '002085' '300033' '600201' '000049' '600566' '002043'
 '600519' '600446']"
2017-05-05,"['002035' '002236' '002085' '300033' '600201' '000049' '600566' '002043'
 '600519' '600446']"
2017-05-08,"['002035' '002236' '002085' '300033' '600201' '000049' '600566' '002043'
 '600519' '600446']"
2017-05-09,"['002035' '002236' '002085' '300033' '600201' '000049' '600566' '002043'
 '600519' '600446']"
2017-05-10,"['002035' '002236' '002085' '300033' '000049' '600201' '600566' '600519'
 '002043' '000048']"
2017-05-11,"['002035' '002236' '002085' '300033' '000049' '600201' '600566' '600519'
 '002043' '002032']"
2017-05-12,"['002035' '002236' '300033' '002085' '600201' '000049' '600566' '600519'
 '002043' '002032']"
2017-05-15,"['002035' '002236' '300033' '002085' '000049' '600201' '600566' '600519'
 '002043' '002032']"
2017-05-16,"['002035' '002236' '300033' '002085' '000049' '600201' '600566' '600519'
 '002043' '002032']"
2017-05-17,"['002035' '002236' '300033' '002085' '000049' '600201' '600566' '600519'
 '002043' '002032']"
2017-05-18,"['002035' '002236' '300033' '002085' '600201' '000049' '600566' '600519'
 '002043' '002032']"
2017-05-19,"['002035' '002236' '300033' '002085' '600201' '000049' '600566' '600519'
 '002043' '002032']"
2017-05-22,"['002035' '002236' '002085' '300033' '000049' '600201' '600566' '600519'
 '002043' '002032']"
2017-05-23,"['002035' '002236' '002085' '300033' '600201' '000049' '600566' '600519'
 '002043' '002032']"
2017-05-24,"['002035' '002236' '002085' '300033' '000049' '600201' '600566' '600519'
 '002043' '002032']"
2017-05-25,"['002035' '002236' '300033' '002085' '000049' '600201' '600566' '600519'
 '002043' '002032']"
2017-05-26,"['002035' '002236' '300033' '002085' '600201' '600566' '000049' '600519'
 '002043' '002032']"
2017-05-31,"['002035' '002236' '300033' '002085' '600201' '600566' '000049' '600519'
 '002043' '002032']"
2017-06-01,"['002035' '002236' '300033' '002085' '600201' '600566' '000049' '600519'
 '002043' '002032']"
2017-06-02,"['002035' '002236' '300033' '002085' '600201' '600566' '000049' '600519'
 '002043' '002032']"
2017-06-05,"['002035' '002236' '300033' '002085' '600201' '600566' '000049' '600519'
 '002043' '002032']"
2017-06-06,"['002035' '002236' '300033' '002085' '600201' '600566' '000049' '600519'
 '002043' '002032']"
2017-06-07,"['002035' '002236' '300033' '600201' '002085' '600566' '000049' '600519'
 '002043' '002032']"
2017-06-08,"['002035' '002236' '300033' '600201' '002085' '600566' '000049' '600519'
 '002043' '002032']"
2017-06-09,"['002035' '002236' '300033' '600201' '600566' '002085' '000049' '600519'
 '002043' '002032']"
2017-06-12,"['002035' '002236' '300033' '600201' '002085' '600566' '600519' '000049'
 '002043' '002032']"
2017-06-13,"['002035' '002236' '300033' '002085' '600201' '600566' '600519' '000049'
 '002043' '002032']"
2017-06-14,"['002035' '002236' '300033' '002085' '600201' '600566' '600519' '000049'
 '002043' '002032']"
2017-06-15,"['002035' '002236' '300033' '002085' '600201' '600566' '600519' '000049'
 '002043' '002032']"
2017-06-16,"['002035' '002236' '300033' '002085' '600201' '600566' '600519' '000049'
 '002043' '002032']"
2017-06-19,"['002035' '002236' '300033' '002085' '600201' '600566' '600519' '000049'
 '002043' '002032']"
2017-06-20,"['002035' '002236' '300033' '002085' '600201' '600566' '000049' '600519'
 '002043' '002032']"
2017-06-21,"['002035' '002236' '300033' '002085' '600201' '600566' '600519' '000049'
 '002043' '002032']"
